Date,Open,High,Low,Close
2023-07-14 09:30:00-04:00,4520.18,4524.18,4519.68,4522.18
2023-07-14 09:35:00-04:00,4522.18,4525.68,4520.68,4525.18
2023-07-14 09:40:00-04:00,4525.18,4525.93,4521.18,4521.43
2023-07-14 09:45:00-04:00,4521.43,4524.93,4520.18,4524.18
2023-07-14 09:50:00-04:00,4524.18,4526.68,4524.18,4525.68
2023-07-14 09:55:00-04:00,4525.68,4526.68,4524.43,4525.68
2023-07-14 10:00:00-04:00,4525.68,4526.18,4518.68,4522.93
2023-07-14 10:05:00-04:00,4522.93,4524.68,4521.43,4524.43
2023-07-14 10:10:00-04:00,4524.43,4527.18,4524.18,4526.43
2023-07-14 10:15:00-04:00,4526.43,4529.43,4526.43,4526.93
2023-07-14 10:20:00-04:00,4526.93,4527.93,4525.18,4526.18
2023-07-14 10:25:00-04:00,4526.18,4526.18,4520.43,4520.43
2023-07-14 10:30:00-04:00,4520.43,4522.93,4517.18,4519.18
2023-07-14 10:35:00-04:00,4519.18,4519.68,4514.68,4517.93
2023-07-14 10:40:00-04:00,4517.93,4518.43,4515.18,4516.18
2023-07-14 10:45:00-04:00,4516.18,4516.68,4511.43,4511.68
2023-07-14 10:50:00-04:00,4511.68,4516.68,4511.18,4516.43
2023-07-14 10:55:00-04:00,4516.43,4518.68,4516.18,4517.43
2023-07-14 11:00:00-04:00,4517.43,4519.18,4516.68,4518.93
2023-07-14 11:05:00-04:00,4518.93,4519.18,4516.43,4516.93
2023-07-14 11:10:00-04:00,4516.93,4519.68,4516.43,4517.68
2023-07-14 11:15:00-04:00,4517.68,4520.68,4516.93,4520.18
2023-07-14 11:20:00-04:00,4520.18,4520.68,4519.43,4520.18
2023-07-14 11:25:00-04:00,4520.18,4521.18,4517.43,4519.93
2023-07-14 11:30:00-04:00,4519.93,4522.68,4519.93,4521.93
2023-07-14 11:35:00-04:00,4521.93,4524.18,4520.68,4522.68
2023-07-14 11:40:00-04:00,4522.68,4522.68,4518.93,4519.93
2023-07-14 11:45:00-04:00,4519.93,4519.93,4518.18,4518.68
2023-07-14 11:50:00-04:00,4518.68,4519.43,4516.68,4518.93
2023-07-14 11:55:00-04:00,4518.93,4521.18,4518.68,4520.68
2023-07-14 12:00:00-04:00,4520.68,4521.18,4518.43,4519.18
2023-07-14 12:05:00-04:00,4519.18,4519.18,4516.68,4517.18
2023-07-14 12:10:00-04:00,4517.18,4517.68,4515.18,4515.18
2023-07-14 12:15:00-04:00,4515.18,4516.93,4514.68,4514.68
2023-07-14 12:20:00-04:00,4514.68,4516.93,4513.68,4513.68
2023-07-14 12:25:00-04:00,4513.68,4514.68,4513.18,4513.18
2023-07-14 12:30:00-04:00,4513.18,4515.93,4511.93,4515.68
2023-07-14 12:35:00-04:00,4515.68,4516.68,4515.18,4515.68
2023-07-14 12:40:00-04:00,4515.68,4516.93,4514.93,4516.18
2023-07-14 12:45:00-04:00,4516.18,4516.68,4511.43,4515.68
2023-07-14 12:50:00-04:00,4515.68,4515.68,4513.18,4513.68
2023-07-14 12:55:00-04:00,4513.68,4513.93,4512.18,4513.68
2023-07-14 13:00:00-04:00,4513.68,4514.18,4508.93,4510.68
2023-07-14 13:05:00-04:00,4510.68,4510.68,4507.68,4509.18
2023-07-14 13:10:00-04:00,4509.18,4512.68,4508.43,4511.93
2023-07-14 13:15:00-04:00,4511.93,4513.68,4511.43,4511.68
2023-07-14 13:20:00-04:00,4511.68,4512.43,4510.93,4511.68
2023-07-14 13:25:00-04:00,4511.68,4513.43,4510.18,4513.18
2023-07-14 13:30:00-04:00,4513.18,4514.93,4512.43,4514.68
2023-07-14 13:35:00-04:00,4514.68,4516.18,4514.43,4516.18
2023-07-14 13:40:00-04:00,4516.18,4516.43,4514.18,4514.18
2023-07-14 13:45:00-04:00,4514.18,4517.18,4513.93,4516.93
