Date,Open,High,Low,Close
2023-07-24 09:30:00-04:00,4574.5,4574.75,4572.5,4572.75
2023-07-24 09:35:00-04:00,4572.75,4574.5,4572.5,4574.5
2023-07-24 09:40:00-04:00,4574.5,4584.75,4574.5,4584.0
2023-07-24 09:45:00-04:00,4584.0,4585.5,4584.0,4585.0
2023-07-24 09:50:00-04:00,4585.0,4585.0,4581.75,4582.5
2023-07-24 09:55:00-04:00,4582.5,4586.5,4579.75,4582.25
2023-07-24 10:00:00-04:00,4582.25,4583.25,4577.5,4579.5
2023-07-24 10:05:00-04:00,4579.5,4579.5,4569.25,4572.0
2023-07-24 10:10:00-04:00,4572.0,4575.75,4571.5,4574.0
2023-07-24 10:15:00-04:00,4574.0,4575.0,4570.75,4572.5
2023-07-24 10:20:00-04:00,4572.5,4579.5,4572.5,4579.0
2023-07-24 10:25:00-04:00,4579.0,4582.75,4578.5,4581.25
2023-07-24 10:30:00-04:00,4581.25,4582.5,4579.75,4581.75
2023-07-24 10:35:00-04:00,4581.75,4584.25,4579.5,4582.5
2023-07-24 10:40:00-04:00,4582.5,4584.0,4579.5,4580.5
2023-07-24 10:45:00-04:00,4580.5,4583.25,4579.25,4579.25
2023-07-24 10:50:00-04:00,4579.25,4581.75,4579.25,4581.75
2023-07-24 10:55:00-04:00,4581.75,4582.5,4580.0,4580.25
2023-07-24 11:00:00-04:00,4580.25,4583.25,4579.5,4583.25
2023-07-24 11:05:00-04:00,4583.25,4584.75,4581.75,4584.0
2023-07-24 11:10:00-04:00,4584.0,4584.5,4581.25,4582.0
2023-07-24 11:15:00-04:00,4582.0,4582.25,4579.5,4580.5
2023-07-24 11:20:00-04:00,4580.5,4585.25,4580.0,4585.25
2023-07-24 11:25:00-04:00,4585.25,4587.5,4585.25,4586.25
2023-07-24 11:30:00-04:00,4586.25,4587.25,4586.0,4586.75
2023-07-24 11:35:00-04:00,4586.75,4586.75,4584.25,4584.5
2023-07-24 11:40:00-04:00,4584.5,4585.0,4582.25,4582.75
2023-07-24 11:45:00-04:00,4582.75,4583.75,4579.5,4581.25
2023-07-24 11:50:00-04:00,4581.5,4583.0,4580.75,4581.75
2023-07-24 11:55:00-04:00,4581.75,4584.5,4581.75,4583.5
2023-07-24 12:00:00-04:00,4583.5,4586.5,4583.5,4586.5
2023-07-24 12:05:00-04:00,4586.5,4586.75,4584.5,4586.5
2023-07-24 12:10:00-04:00,4586.5,4588.25,4585.75,4587.25
2023-07-24 12:15:00-04:00,4587.25,4587.25,4585.25,4586.0
2023-07-24 12:20:00-04:00,4586.0,4587.25,4585.25,4587.0
2023-07-24 12:25:00-04:00,4587.0,4588.75,4584.5,4584.75
2023-07-24 12:30:00-04:00,4584.75,4585.25,4583.25,4583.75
2023-07-24 12:35:00-04:00,4583.75,4586.75,4583.5,4586.5
2023-07-24 12:40:00-04:00,4586.5,4588.0,4585.25,4585.75
2023-07-24 12:45:00-04:00,4585.75,4586.25,4584.5,4585.0
2023-07-24 12:50:00-04:00,4585.0,4585.25,4583.75,4584.75
2023-07-24 12:55:00-04:00,4584.75,4585.25,4583.25,4583.25
2023-07-24 13:00:00-04:00,4583.25,4584.5,4581.75,4583.75
2023-07-24 13:05:00-04:00,4583.75,4585.75,4583.0,4584.5
2023-07-24 13:10:00-04:00,4584.5,4584.75,4582.25,4582.75
2023-07-24 13:15:00-04:00,4582.75,4584.25,4582.0,4583.25
2023-07-24 13:20:00-04:00,4583.25,4585.75,4583.25,4584.75
2023-07-24 13:25:00-04:00,4584.75,4585.5,4583.25,4583.75
2023-07-24 13:30:00-04:00,4583.75,4585.25,4583.25,4585.0
2023-07-24 13:35:00-04:00,4585.0,4586.5,4584.75,4586.5
2023-07-24 13:40:00-04:00,4586.5,4586.75,4584.0,4584.5
2023-07-24 13:45:00-04:00,4584.5,4587.75,4584.5,4587.5
2023-07-24 13:50:00-04:00,4587.5,4588.25,4586.5,4586.75
2023-07-24 13:55:00-04:00,4586.75,4588.5,4586.5,4588.25
2023-07-24 14:00:00-04:00,4588.0,4589.75,4587.5,4589.25
2023-07-24 14:05:00-04:00,4589.25,4590.0,4587.5,4589.25
2023-07-24 14:10:00-04:00,4589.25,4592.5,4589.25,4591.0
2023-07-24 14:15:00-04:00,4591.0,4591.25,4589.5,4590.0
2023-07-24 14:20:00-04:00,4590.0,4590.5,4589.0,4589.0
2023-07-24 14:25:00-04:00,4589.0,4589.75,4588.0,4588.5
2023-07-24 14:30:00-04:00,4588.5,4589.25,4587.75,4589.25
2023-07-24 14:35:00-04:00,4589.25,4589.75,4587.75,4587.75
2023-07-24 14:40:00-04:00,4587.75,4588.0,4585.0,4585.5
2023-07-24 14:45:00-04:00,4585.5,4585.75,4584.25,4584.75
2023-07-24 14:50:00-04:00,4584.75,4584.75,4580.5,4581.5
2023-07-24 14:55:00-04:00,4581.5,4582.75,4580.25,4582.75
2023-07-24 15:00:00-04:00,4583.25,4584.75,4582.0,4584.5
2023-07-24 15:05:00-04:00,4584.5,4584.75,4583.5,4584.5
2023-07-24 15:10:00-04:00,4584.5,4586.25,4583.0,4584.5
2023-07-24 15:15:00-04:00,4584.5,4585.25,4582.75,4583.0
2023-07-24 15:20:00-04:00,4583.0,4583.75,4581.5,4581.75
2023-07-24 15:25:00-04:00,4581.75,4583.75,4581.5,4583.25
2023-07-24 15:30:00-04:00,4583.25,4583.25,4581.25,4581.5
2023-07-24 15:35:00-04:00,4581.25,4581.25,4576.0,4576.75
2023-07-24 15:40:00-04:00,4576.75,4580.25,4576.25,4578.0
2023-07-24 15:45:00-04:00,4578.0,4580.0,4577.5,4577.5
2023-07-24 15:50:00-04:00,4577.5,4581.5,4577.25,4581.5
2023-07-24 15:55:00-04:00,4581.5,4584.0,4581.5,4581.75
