Date,Open,High,Low,Close
2023-08-24 09:30:00-04:00,15335.5,15339.75,15257.25,15257.25
2023-08-24 09:35:00-04:00,15256.75,15267.75,15226.0,15228.5
2023-08-24 09:40:00-04:00,15237.75,15248.25,15212.0,15215.25
2023-08-24 09:45:00-04:00,15217.75,15221.25,15201.25,15201.25
2023-08-24 09:50:00-04:00,15201.25,15219.25,15185.0,15219.25
2023-08-24 09:55:00-04:00,15219.25,15231.0,15207.0,15220.5
2023-08-24 10:00:00-04:00,15224.0,15234.5,15199.5,15221.0
2023-08-24 10:05:00-04:00,15223.75,15225.0,15156.0,15161.25
2023-08-24 10:10:00-04:00,15159.0,15163.0,15137.25,15149.25
2023-08-24 10:15:00-04:00,15147.0,15147.75,15118.5,15124.0
2023-08-24 10:20:00-04:00,15122.25,15137.5,15100.75,15102.75
2023-08-24 10:25:00-04:00,15099.75,15109.0,15077.5,15078.0
2023-08-24 10:30:00-04:00,15073.0,15086.5,15049.5,15066.5
2023-08-24 10:35:00-04:00,15064.5,15081.0,15056.5,15074.75
2023-08-24 10:40:00-04:00,15074.25,15082.0,15034.0,15046.5
2023-08-24 10:45:00-04:00,15045.25,15052.75,15030.25,15045.5
2023-08-24 10:50:00-04:00,15043.5,15072.75,15042.75,15065.0
2023-08-24 10:55:00-04:00,15063.75,15072.5,15036.5,15038.75
2023-08-24 11:00:00-04:00,15039.75,15040.5,15006.75,15025.25
2023-08-24 11:05:00-04:00,15025.75,15032.75,15000.25,15015.25
2023-08-24 11:10:00-04:00,15014.0,15025.0,14994.0,15016.25
2023-08-24 11:15:00-04:00,15014.5,15028.5,15008.5,15020.0
2023-08-24 11:20:00-04:00,15023.0,15030.75,15003.25,15012.5
2023-08-24 11:25:00-04:00,15014.25,15018.25,14991.25,15017.25
2023-08-24 11:30:00-04:00,15017.75,15018.25,14994.25,14997.0
2023-08-24 11:35:00-04:00,14996.25,15000.25,14968.0,14971.5
2023-08-24 11:40:00-04:00,14971.25,14983.0,14964.25,14975.25
2023-08-24 11:45:00-04:00,14973.25,14986.5,14958.0,14975.0
2023-08-24 11:50:00-04:00,14973.5,14974.75,14943.5,14956.75
2023-08-24 11:55:00-04:00,14956.0,14966.0,14951.25,14951.5
2023-08-24 12:00:00-04:00,14952.5,14970.0,14949.75,14959.75
2023-08-24 12:05:00-04:00,14958.5,14981.25,14958.25,14975.0
2023-08-24 12:10:00-04:00,14972.25,14993.5,14969.75,14992.5
2023-08-24 12:15:00-04:00,14994.25,15005.5,14990.0,14995.5
2023-08-24 12:20:00-04:00,14995.75,15010.75,14993.75,15002.0
2023-08-24 12:25:00-04:00,15000.5,15011.0,14988.25,14994.25
2023-08-24 12:30:00-04:00,14994.0,15008.0,14991.75,15005.75
2023-08-24 12:35:00-04:00,15003.5,15023.0,15001.75,15019.5
2023-08-24 12:40:00-04:00,15019.5,15037.0,15017.0,15026.5
2023-08-24 12:45:00-04:00,15027.5,15039.5,15018.75,15027.25
2023-08-24 12:50:00-04:00,15026.5,15032.5,15013.0,15015.5
2023-08-24 12:55:00-04:00,15014.0,15014.25,14997.0,14999.25
2023-08-24 13:00:00-04:00,14999.0,15006.25,14981.75,14986.25
2023-08-24 13:05:00-04:00,14986.25,15006.5,14983.75,15004.5
2023-08-24 13:10:00-04:00,15003.5,15012.25,14992.75,14996.75
2023-08-24 13:15:00-04:00,14998.25,14998.25,14978.0,14986.0
2023-08-24 13:20:00-04:00,14984.75,14990.25,14977.75,14984.0
2023-08-24 13:25:00-04:00,14984.75,14984.75,14960.25,14968.5
2023-08-24 13:30:00-04:00,14969.5,14985.25,14966.0,14967.25
2023-08-24 13:35:00-04:00,14966.75,14986.5,14964.25,14984.75
2023-08-24 13:40:00-04:00,14984.75,14989.0,14969.25,14971.0
2023-08-24 13:45:00-04:00,14971.25,14990.5,14971.25,14978.25
2023-08-24 13:50:00-04:00,14977.5,14978.75,14969.25,14971.75
2023-08-24 13:55:00-04:00,14969.75,14975.25,14964.25,14974.25
2023-08-24 14:00:00-04:00,14975.25,14995.75,14974.75,14985.75
2023-08-24 14:05:00-04:00,14984.75,14995.0,14977.25,14989.75
2023-08-24 14:10:00-04:00,14988.25,15006.5,14986.25,15002.5
2023-08-24 14:15:00-04:00,15002.75,15003.0,14972.5,14974.75
2023-08-24 14:20:00-04:00,14974.0,14986.25,14971.25,14983.0
2023-08-24 14:25:00-04:00,14983.0,14984.25,14963.0,14968.5
2023-08-24 14:30:00-04:00,14969.0,14981.25,14966.75,14977.75
2023-08-24 14:35:00-04:00,14976.75,14979.75,14951.5,14960.25
2023-08-24 14:40:00-04:00,14957.75,14959.0,14937.25,14938.0
2023-08-24 14:45:00-04:00,14940.0,14960.5,14939.75,14945.75
2023-08-24 14:50:00-04:00,14946.25,14953.5,14938.5,14941.5
2023-08-24 14:55:00-04:00,14941.25,14966.0,14932.5,14960.75
2023-08-24 15:00:00-04:00,14960.25,14967.5,14947.5,14952.25
2023-08-24 15:05:00-04:00,14948.75,14957.75,14933.5,14935.5
2023-08-24 15:10:00-04:00,14936.5,14950.5,14925.75,14942.0
2023-08-24 15:15:00-04:00,14940.25,14948.25,14935.5,14939.0
2023-08-24 15:20:00-04:00,14939.5,14954.0,14926.5,14930.25
2023-08-24 15:25:00-04:00,14931.0,14934.75,14917.25,14923.0
2023-08-24 15:30:00-04:00,14922.25,14931.75,14909.75,14921.75
2023-08-24 15:35:00-04:00,14919.5,14920.5,14895.25,14908.75
2023-08-24 15:40:00-04:00,14904.25,14909.25,14883.25,14893.0
2023-08-24 15:45:00-04:00,14890.5,14892.5,14860.0,14876.75
2023-08-24 15:50:00-04:00,14875.25,14896.75,14869.0,14878.75
2023-08-24 15:55:00-04:00,14881.0,14891.0,14858.0,14860.5
