Date,Open,High,Low,Close
2023-06-30 09:35:00-04:00,,-1.0,inf,
2023-06-30 09:40:00-04:00,,-1.0,inf,
2023-06-30 09:45:00-04:00,,-1.0,inf,
2023-06-30 09:50:00-04:00,,-1.0,inf,
2023-06-30 09:55:00-04:00,,-1.0,inf,
2023-06-30 10:00:00-04:00,,-1.0,inf,
2023-06-30 10:05:00-04:00,,-1.0,inf,
2023-06-30 10:10:00-04:00,,-1.0,inf,
2023-06-30 10:15:00-04:00,,-1.0,inf,
2023-06-30 10:20:00-04:00,,-1.0,inf,
2023-06-30 10:25:00-04:00,,-1.0,inf,
2023-06-30 10:30:00-04:00,,-1.0,inf,
2023-06-30 10:35:00-04:00,,-1.0,inf,
2023-06-30 10:40:00-04:00,,-1.0,inf,
2023-06-30 10:45:00-04:00,,-1.0,inf,
2023-06-30 10:50:00-04:00,,-1.0,inf,
2023-06-30 10:55:00-04:00,,-1.0,inf,
2023-06-30 11:00:00-04:00,,-1.0,inf,
2023-06-30 11:05:00-04:00,,-1.0,inf,
2023-06-30 11:10:00-04:00,,-1.0,inf,
2023-06-30 11:15:00-04:00,,-1.0,inf,
2023-06-30 11:20:00-04:00,,-1.0,inf,
2023-06-30 11:25:00-04:00,,-1.0,inf,
2023-06-30 11:30:00-04:00,,-1.0,inf,
2023-06-30 11:35:00-04:00,,-1.0,inf,
2023-06-30 11:40:00-04:00,,-1.0,inf,
2023-06-30 11:45:00-04:00,,-1.0,inf,
2023-06-30 11:50:00-04:00,,-1.0,inf,
2023-06-30 11:55:00-04:00,,-1.0,inf,
2023-06-30 12:00:00-04:00,,-1.0,inf,
2023-06-30 12:05:00-04:00,,-1.0,inf,
2023-06-30 12:10:00-04:00,,-1.0,inf,
2023-06-30 12:15:00-04:00,,-1.0,inf,
2023-06-30 12:20:00-04:00,,-1.0,inf,
2023-06-30 12:25:00-04:00,,-1.0,inf,
2023-06-30 12:30:00-04:00,,-1.0,inf,
2023-06-30 12:35:00-04:00,,-1.0,inf,
2023-06-30 12:40:00-04:00,,-1.0,inf,
2023-06-30 12:45:00-04:00,,-1.0,inf,
2023-06-30 12:50:00-04:00,,-1.0,inf,
2023-06-30 12:55:00-04:00,,-1.0,inf,
2023-06-30 13:00:00-04:00,,-1.0,inf,
2023-06-30 13:05:00-04:00,,-1.0,inf,
2023-06-30 13:10:00-04:00,,-1.0,inf,
2023-06-30 13:15:00-04:00,,-1.0,inf,
2023-06-30 13:20:00-04:00,,-1.0,inf,
2023-06-30 13:25:00-04:00,,-1.0,inf,
2023-06-30 13:30:00-04:00,,-1.0,inf,
2023-06-30 13:35:00-04:00,,-1.0,inf,
2023-06-30 13:40:00-04:00,,-1.0,inf,
2023-06-30 13:45:00-04:00,,-1.0,inf,
2023-06-30 13:50:00-04:00,,-1.0,inf,
2023-06-30 13:55:00-04:00,,-1.0,inf,
2023-06-30 14:00:00-04:00,,-1.0,inf,
2023-06-30 14:05:00-04:00,,-1.0,inf,
2023-06-30 14:10:00-04:00,,-1.0,inf,
2023-06-30 14:15:00-04:00,,-1.0,inf,
2023-06-30 14:20:00-04:00,,-1.0,inf,
2023-06-30 14:25:00-04:00,,-1.0,inf,
2023-06-30 14:30:00-04:00,,-1.0,inf,
2023-06-30 14:35:00-04:00,,-1.0,inf,
2023-06-30 14:40:00-04:00,,-1.0,inf,
2023-06-30 14:45:00-04:00,,-1.0,inf,
2023-06-30 14:50:00-04:00,,-1.0,inf,
2023-06-30 14:55:00-04:00,,-1.0,inf,
2023-06-30 15:00:00-04:00,,-1.0,inf,
2023-06-30 15:05:00-04:00,,-1.0,inf,
2023-06-30 15:10:00-04:00,,-1.0,inf,
2023-06-30 15:15:00-04:00,,-1.0,inf,
2023-06-30 15:20:00-04:00,,-1.0,inf,
2023-06-30 15:25:00-04:00,,-1.0,inf,
2023-06-30 15:30:00-04:00,,-1.0,inf,
2023-06-30 15:35:00-04:00,,-1.0,inf,
2023-06-30 15:40:00-04:00,,-1.0,inf,
2023-06-30 15:45:00-04:00,,-1.0,inf,
2023-06-30 15:50:00-04:00,,4455.56,4454.59,4455.26
2023-06-30 15:55:00-04:00,4455.27,4456.43,4454.95,4456.41
2023-06-30 16:00:00-04:00,,-1.0,inf,
