Date,Open,High,Low,Close
2023-07-12 09:30:00-04:00,15294.91,15308.16,15278.91,15294.91
2023-07-12 09:35:00-04:00,15294.91,15310.16,15282.41,15283.41
2023-07-12 09:40:00-04:00,15283.41,15298.79,15276.16,15298.16
2023-07-12 09:45:00-04:00,15298.16,15325.66,15292.66,15316.16
2023-07-12 09:50:00-04:00,15316.16,15329.66,15297.79,15325.41
2023-07-12 09:55:00-04:00,15325.41,15334.29,15315.66,15326.16
2023-07-12 10:00:00-04:00,15326.16,15334.54,15319.66,15330.66
2023-07-12 10:05:00-04:00,15330.66,15352.41,15319.41,15350.79
2023-07-12 10:10:00-04:00,15350.79,15353.66,15339.16,15352.66
2023-07-12 10:15:00-04:00,15352.66,15366.16,15347.91,15365.91
2023-07-12 10:20:00-04:00,15365.91,15371.66,15360.16,15360.29
2023-07-12 10:25:00-04:00,15360.29,15361.41,15347.91,15354.16
2023-07-12 10:30:00-04:00,15354.16,15365.54,15342.91,15344.79
2023-07-12 10:35:00-04:00,15344.79,15355.91,15339.04,15355.91
2023-07-12 10:40:00-04:00,15355.91,15367.41,15351.41,15359.29
2023-07-12 10:45:00-04:00,15359.29,15365.91,15352.79,15353.54
2023-07-12 10:50:00-04:00,15353.54,15361.91,15335.04,15336.79
2023-07-12 10:55:00-04:00,15336.79,15339.16,15313.91,15324.79
2023-07-12 11:00:00-04:00,15324.79,15327.54,15314.54,15319.66
2023-07-12 11:05:00-04:00,15319.66,15319.66,15308.16,15312.41
2023-07-12 11:10:00-04:00,15312.41,15327.16,15311.66,15321.16
2023-07-12 11:15:00-04:00,15321.16,15340.79,15320.16,15339.04
2023-07-12 11:20:00-04:00,15339.04,15340.16,15328.41,15329.16
2023-07-12 11:25:00-04:00,15329.16,15330.66,15312.16,15313.91
2023-07-12 11:30:00-04:00,15313.91,15322.66,15300.66,15303.16
2023-07-12 11:35:00-04:00,15303.16,15305.79,15274.29,15274.91
2023-07-12 11:40:00-04:00,15274.91,15274.91,15232.41,15242.66
2023-07-12 11:45:00-04:00,15242.66,15260.16,15223.66,15253.91
2023-07-12 11:50:00-04:00,15253.91,15255.41,15215.54,15239.04
2023-07-12 11:55:00-04:00,15239.04,15239.04,15209.91,15226.29
2023-07-12 12:00:00-04:00,15226.29,15243.16,15214.91,15227.16
2023-07-12 12:05:00-04:00,15227.16,15239.16,15221.66,15236.91
2023-07-12 12:10:00-04:00,15236.91,15258.16,15228.41,15246.41
2023-07-12 12:15:00-04:00,15246.41,15249.66,15231.66,15243.91
2023-07-12 12:20:00-04:00,15243.91,15254.16,15240.04,15252.16
