Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1969-01-02 00:00:00-05:00,0.0,104.8499984741211,103.20999908447266,103.93000030517578,9800000,0.0,0.0
1969-01-03 00:00:00-05:00,0.0,104.87000274658203,103.16999816894531,103.98999786376953,12750000,0.0,0.0
1969-01-06 00:00:00-05:00,0.0,104.36000061035156,101.94000244140625,102.47000122070312,12720000,0.0,0.0
1969-01-07 00:00:00-05:00,0.0,102.68000030517578,100.1500015258789,101.22000122070312,15740000,0.0,0.0
1969-01-08 00:00:00-05:00,0.0,102.12000274658203,100.13999938964844,100.80000305175781,13840000,0.0,0.0
1969-01-09 00:00:00-05:00,0.0,102.08999633789062,100.3499984741211,101.22000122070312,12100000,0.0,0.0
1969-01-10 00:00:00-05:00,0.0,102.13999938964844,100.31999969482422,100.93000030517578,12680000,0.0,0.0
1969-01-13 00:00:00-05:00,0.0,101.3499984741211,96.62999725341797,100.44000244140625,11160000,0.0,0.0
1969-01-14 00:00:00-05:00,0.0,101.62999725341797,99.04000091552734,101.12999725341797,10700000,0.0,0.0
1969-01-15 00:00:00-05:00,0.0,102.4800033569336,100.77999877929688,101.62000274658203,11810000,0.0,0.0
1969-01-16 00:00:00-05:00,0.0,103.25,101.2699966430664,102.18000030517578,13120000,0.0,0.0
1969-01-17 00:00:00-05:00,0.0,103.05999755859375,101.31999969482422,102.02999877929688,11590000,0.0,0.0
1969-01-20 00:00:00-05:00,0.0,102.5999984741211,101.0,101.69000244140625,10950000,0.0,0.0
1969-01-21 00:00:00-05:00,0.0,102.4000015258789,100.87999725341797,101.62999725341797,10910000,0.0,0.0
1969-01-22 00:00:00-05:00,0.0,102.55000305175781,101.05999755859375,101.9800033569336,11480000,0.0,0.0
1969-01-23 00:00:00-05:00,0.0,103.20999908447266,101.56999969482422,102.43000030517578,13140000,0.0,0.0
1969-01-24 00:00:00-05:00,0.0,103.2300033569336,101.70999908447266,102.37999725341797,12520000,0.0,0.0
1969-01-27 00:00:00-05:00,0.0,103.1500015258789,101.63999938964844,102.4000015258789,11020000,0.0,0.0
1969-01-28 00:00:00-05:00,0.0,103.30000305175781,101.55999755859375,102.41000366210938,12070000,0.0,0.0
1969-01-29 00:00:00-05:00,0.0,103.30999755859375,101.69000244140625,102.51000213623047,11470000,0.0,0.0
1969-01-30 00:00:00-05:00,0.0,103.33000183105469,101.7300033569336,102.55000305175781,13010000,0.0,0.0
1969-01-31 00:00:00-05:00,0.0,103.63999938964844,102.08000183105469,103.01000213623047,12020000,0.0,0.0
1969-02-03 00:00:00-05:00,0.0,103.75,102.04000091552734,102.88999938964844,12510000,0.0,0.0
1969-02-04 00:00:00-05:00,0.0,103.58999633789062,102.1500015258789,102.91999816894531,12550000,0.0,0.0
1969-02-05 00:00:00-05:00,0.0,103.83999633789062,102.26000213623047,103.19999694824219,13750000,0.0,0.0
1969-02-06 00:00:00-05:00,0.0,104.30000305175781,102.55000305175781,103.54000091552734,12570000,0.0,0.0
1969-02-07 00:00:00-05:00,0.0,104.22000122070312,102.5,103.52999877929688,12780000,0.0,0.0
1969-02-11 00:00:00-05:00,0.0,104.61000061035156,102.95999908447266,103.6500015258789,12320000,0.0,0.0
1969-02-12 00:00:00-05:00,0.0,104.33999633789062,102.9800033569336,103.62999725341797,11530000,0.0,0.0
1969-02-13 00:00:00-05:00,0.0,104.36000061035156,102.86000061035156,103.70999908447266,12010000,0.0,0.0
1969-02-14 00:00:00-05:00,0.0,104.37000274658203,102.87999725341797,103.61000061035156,11460000,0.0,0.0
1969-02-17 00:00:00-05:00,0.0,104.02999877929688,102.04000091552734,102.44000244140625,11670000,0.0,0.0
1969-02-18 00:00:00-05:00,0.0,102.2699966430664,100.58000183105469,101.4000015258789,12490000,0.0,0.0
1969-02-19 00:00:00-05:00,0.0,102.06999969482422,100.30000305175781,100.6500015258789,10390000,0.0,0.0
1969-02-20 00:00:00-05:00,0.0,101.02999877929688,99.29000091552734,99.79000091552734,10990000,0.0,0.0
1969-02-24 00:00:00-05:00,0.0,100.06999969482422,98.08999633789062,98.5999984741211,12730000,0.0,0.0
1969-02-25 00:00:00-05:00,0.0,99.6500015258789,97.5,97.9800033569336,9540000,0.0,0.0
1969-02-26 00:00:00-05:00,0.0,99.0999984741211,97.36000061035156,98.44999694824219,9540000,0.0,0.0
1969-02-27 00:00:00-05:00,0.0,99.0,97.5,98.13999938964844,9670000,0.0,0.0
1969-02-28 00:00:00-05:00,0.0,99.0199966430664,97.52999877929688,98.12999725341797,8990000,0.0,0.0
1969-03-03 00:00:00-05:00,0.0,99.08000183105469,97.61000061035156,98.37999725341797,8260000,0.0,0.0
1969-03-04 00:00:00-05:00,0.0,99.76000213623047,98.16999816894531,99.31999969482422,9320000,0.0,0.0
1969-03-05 00:00:00-05:00,0.0,100.4800033569336,98.94999694824219,99.70999908447266,11370000,0.0,0.0
1969-03-06 00:00:00-05:00,0.0,99.93000030517578,98.11000061035156,98.69999694824219,9670000,0.0,0.0
1969-03-07 00:00:00-05:00,0.0,99.12999725341797,97.31999969482422,98.6500015258789,10830000,0.0,0.0
1969-03-10 00:00:00-05:00,0.0,99.47000122070312,97.87000274658203,98.98999786376953,8920000,0.0,0.0
1969-03-11 00:00:00-05:00,0.0,100.13999938964844,98.58000183105469,99.31999969482422,9870000,0.0,0.0
1969-03-12 00:00:00-05:00,0.0,99.87000274658203,98.3499984741211,99.05000305175781,8720000,0.0,0.0
1969-03-13 00:00:00-05:00,0.0,99.3499984741211,97.81999969482422,98.38999938964844,10030000,0.0,0.0
1969-03-14 00:00:00-05:00,0.0,98.69999694824219,97.4000015258789,98.0,8640000,0.0,0.0
1969-03-17 00:00:00-05:00,0.0,98.70999908447266,97.05999755859375,98.25,9150000,0.0,0.0
1969-03-18 00:00:00-05:00,0.0,99.41000366210938,97.83000183105469,98.48999786376953,11210000,0.0,0.0
1969-03-19 00:00:00-05:00,0.0,99.69999694824219,98.02999877929688,99.20999908447266,9740000,0.0,0.0
1969-03-20 00:00:00-05:00,0.0,100.38999938964844,98.9000015258789,99.83999633789062,10260000,0.0,0.0
1969-03-21 00:00:00-05:00,0.0,100.37000274658203,98.87999725341797,99.62999725341797,9830000,0.0,0.0
1969-03-24 00:00:00-05:00,0.0,100.16000366210938,98.8499984741211,99.5,8110000,0.0,0.0
1969-03-25 00:00:00-05:00,0.0,100.30000305175781,98.87999725341797,99.66000366210938,9820000,0.0,0.0
1969-03-26 00:00:00-05:00,0.0,100.86000061035156,99.23999786376953,100.38999938964844,11030000,0.0,0.0
1969-03-27 00:00:00-05:00,0.0,101.80999755859375,100.02999877929688,101.0999984741211,11900000,0.0,0.0
1969-03-28 00:00:00-05:00,0.0,102.3499984741211,100.7300033569336,101.51000213623047,12430000,0.0,0.0
1969-04-01 00:00:00-05:00,0.0,102.44999694824219,100.83999633789062,101.41999816894531,12360000,0.0,0.0
1969-04-02 00:00:00-05:00,0.0,101.6500015258789,100.61000061035156,100.77999877929688,10110000,0.0,0.0
1969-04-03 00:00:00-05:00,0.0,101.30000305175781,99.87000274658203,100.68000030517578,10300000,0.0,0.0
1969-04-07 00:00:00-05:00,0.0,100.62999725341797,99.08000183105469,99.88999938964844,9430000,0.0,0.0
1969-04-08 00:00:00-05:00,0.0,101.2699966430664,99.3499984741211,100.13999938964844,9360000,0.0,0.0
1969-04-09 00:00:00-05:00,0.0,101.44000244140625,99.87999725341797,101.0199966430664,12530000,0.0,0.0
1969-04-10 00:00:00-05:00,0.0,102.22000122070312,100.7300033569336,101.55000305175781,12200000,0.0,0.0
1969-04-11 00:00:00-05:00,0.0,102.27999877929688,100.97000122070312,101.6500015258789,10650000,0.0,0.0
1969-04-14 00:00:00-05:00,0.0,102.4000015258789,101.0199966430664,101.56999969482422,8990000,0.0,0.0
1969-04-15 00:00:00-05:00,0.0,102.1500015258789,100.76000213623047,101.52999877929688,9610000,0.0,0.0
1969-04-16 00:00:00-05:00,0.0,101.77999877929688,100.16000366210938,100.62999725341797,9680000,0.0,0.0
1969-04-17 00:00:00-05:00,0.0,101.41000366210938,99.98999786376953,100.77999877929688,9360000,0.0,0.0
1969-04-18 00:00:00-05:00,0.0,102.08999633789062,100.30000305175781,101.23999786376953,10850000,0.0,0.0
1969-04-21 00:00:00-05:00,0.0,101.68000030517578,100.11000061035156,100.55999755859375,10010000,0.0,0.0
1969-04-22 00:00:00-05:00,0.0,101.29000091552734,99.5199966430664,100.77999877929688,10250000,0.0,0.0
1969-04-23 00:00:00-05:00,0.0,101.7699966430664,100.1500015258789,100.80000305175781,12220000,0.0,0.0
1969-04-24 00:00:00-05:00,0.0,101.80000305175781,100.20999908447266,101.2699966430664,11340000,0.0,0.0
1969-04-25 00:00:00-05:00,0.0,102.29000091552734,100.80999755859375,101.72000122070312,12480000,0.0,0.0
1969-04-28 00:00:00-04:00,0.0,102.6500015258789,100.97000122070312,102.02999877929688,11120000,0.0,0.0
1969-04-29 00:00:00-04:00,0.0,103.30999755859375,101.51000213623047,102.79000091552734,14730000,0.0,0.0
1969-04-30 00:00:00-04:00,0.0,104.55999755859375,102.5,103.69000244140625,19350000,0.0,0.0
1969-05-01 00:00:00-04:00,0.0,104.58999633789062,102.73999786376953,103.51000213623047,14380000,0.0,0.0
1969-05-02 00:00:00-04:00,0.0,104.62999725341797,102.9800033569336,104.0,13070000,0.0,0.0
1969-05-05 00:00:00-04:00,0.0,105.08000183105469,103.4800033569336,104.37000274658203,13300000,0.0,0.0
1969-05-06 00:00:00-04:00,0.0,105.5,103.83999633789062,104.86000061035156,14700000,0.0,0.0
1969-05-07 00:00:00-04:00,0.0,105.58999633789062,103.83000183105469,104.66999816894531,14030000,0.0,0.0
1969-05-08 00:00:00-04:00,0.0,105.73999786376953,104.0999984741211,105.0999984741211,13050000,0.0,0.0
1969-05-09 00:00:00-04:00,0.0,106.01000213623047,104.3499984741211,105.05000305175781,12530000,0.0,0.0
1969-05-12 00:00:00-04:00,0.0,105.6500015258789,104.12000274658203,104.88999938964844,10550000,0.0,0.0
1969-05-13 00:00:00-04:00,0.0,105.91000366210938,104.30999755859375,105.33999633789062,12910000,0.0,0.0
1969-05-14 00:00:00-04:00,0.0,106.73999786376953,105.06999969482422,106.16000366210938,14360000,0.0,0.0
1969-05-15 00:00:00-04:00,0.0,106.69000244140625,105.08000183105469,105.8499984741211,11930000,0.0,0.0
1969-05-16 00:00:00-04:00,0.0,106.58999633789062,105.18000030517578,105.94000244140625,12280000,0.0,0.0
1969-05-19 00:00:00-04:00,0.0,106.1500015258789,104.5199966430664,104.97000122070312,9790000,0.0,0.0
1969-05-20 00:00:00-04:00,0.0,105.16000366210938,103.55999755859375,104.04000091552734,10280000,0.0,0.0
1969-05-21 00:00:00-04:00,0.0,105.02999877929688,103.37000274658203,104.47000122070312,12100000,0.0,0.0
1969-05-22 00:00:00-04:00,0.0,105.66000366210938,103.91999816894531,104.5999984741211,13710000,0.0,0.0
1969-05-23 00:00:00-04:00,0.0,105.31999969482422,103.77999877929688,104.58999633789062,10900000,0.0,0.0
1969-05-26 00:00:00-04:00,0.0,105.13999938964844,103.80000305175781,104.36000061035156,9030000,0.0,0.0
1969-05-27 00:00:00-04:00,0.0,104.68000030517578,103.12000274658203,103.56999969482422,10580000,0.0,0.0
1969-05-28 00:00:00-04:00,0.0,103.91000366210938,102.29000091552734,103.26000213623047,11330000,0.0,0.0
1969-05-29 00:00:00-04:00,0.0,104.2699966430664,102.76000213623047,103.45999908447266,11770000,0.0,0.0
1969-06-02 00:00:00-04:00,0.0,103.75,102.4000015258789,102.94000244140625,9180000,0.0,0.0
1969-06-03 00:00:00-04:00,0.0,103.5999984741211,102.08999633789062,102.62999725341797,11190000,0.0,0.0
1969-06-04 00:00:00-04:00,0.0,103.44999694824219,102.06999969482422,102.58999633789062,10840000,0.0,0.0
1969-06-05 00:00:00-04:00,0.0,103.44999694824219,102.05000305175781,102.76000213623047,12350000,0.0,0.0
1969-06-06 00:00:00-04:00,0.0,103.41000366210938,101.68000030517578,102.12000274658203,12520000,0.0,0.0
1969-06-09 00:00:00-04:00,0.0,102.16000366210938,100.54000091552734,101.19999694824219,10650000,0.0,0.0
1969-06-10 00:00:00-04:00,0.0,101.76000213623047,100.0199966430664,100.41999816894531,10660000,0.0,0.0
1969-06-11 00:00:00-04:00,0.0,100.70999908447266,99.0199966430664,99.05000305175781,13640000,0.0,0.0
1969-06-12 00:00:00-04:00,0.0,99.77999877929688,97.95999908447266,98.26000213623047,11790000,0.0,0.0
1969-06-13 00:00:00-04:00,0.0,99.51000213623047,97.58999633789062,98.6500015258789,13070000,0.0,0.0
1969-06-16 00:00:00-04:00,0.0,99.63999938964844,97.91000366210938,98.31999969482422,10400000,0.0,0.0
1969-06-17 00:00:00-04:00,0.0,98.70999908447266,96.87999725341797,97.94999694824219,12210000,0.0,0.0
1969-06-18 00:00:00-04:00,0.0,99.19999694824219,97.44999694824219,97.80999755859375,11290000,0.0,0.0
1969-06-19 00:00:00-04:00,0.0,98.37999725341797,96.61000061035156,97.23999786376953,11160000,0.0,0.0
1969-06-20 00:00:00-04:00,0.0,98.22000122070312,96.29000091552734,96.66999816894531,11360000,0.0,0.0
1969-06-23 00:00:00-04:00,0.0,97.16999816894531,95.20999908447266,96.2300033569336,12900000,0.0,0.0
1969-06-24 00:00:00-04:00,0.0,98.04000091552734,96.29000091552734,97.31999969482422,11460000,0.0,0.0
1969-06-25 00:00:00-04:00,0.0,98.30000305175781,96.55999755859375,97.01000213623047,10490000,0.0,0.0
1969-06-26 00:00:00-04:00,0.0,97.91000366210938,95.97000122070312,97.25,10310000,0.0,0.0
1969-06-27 00:00:00-04:00,0.0,98.1500015258789,96.6500015258789,97.33000183105469,9020000,0.0,0.0
1969-06-30 00:00:00-04:00,0.0,98.63999938964844,96.81999969482422,97.70999908447266,8640000,0.0,0.0
1969-07-01 00:00:00-04:00,0.0,98.66000366210938,97.12999725341797,98.08000183105469,9890000,0.0,0.0
1969-07-02 00:00:00-04:00,0.0,99.5,97.80999755859375,98.94000244140625,11350000,0.0,0.0
1969-07-03 00:00:00-04:00,0.0,100.25,98.62000274658203,99.61000061035156,10110000,0.0,0.0
1969-07-07 00:00:00-04:00,0.0,100.33000183105469,98.44999694824219,99.02999877929688,9970000,0.0,0.0
1969-07-08 00:00:00-04:00,0.0,98.9800033569336,97.1500015258789,97.62999725341797,9320000,0.0,0.0
1969-07-09 00:00:00-04:00,0.0,97.8499984741211,96.33000183105469,96.87999725341797,9320000,0.0,0.0
1969-07-10 00:00:00-04:00,0.0,97.04000091552734,95.02999877929688,95.37999725341797,11450000,0.0,0.0
1969-07-11 00:00:00-04:00,0.0,96.6500015258789,94.80999755859375,95.7699966430664,11730000,0.0,0.0
1969-07-14 00:00:00-04:00,0.0,96.16999816894531,94.19999694824219,94.55000305175781,8310000,0.0,0.0
1969-07-15 00:00:00-04:00,0.0,95.0,93.11000061035156,94.23999786376953,11110000,0.0,0.0
1969-07-16 00:00:00-04:00,0.0,95.83000183105469,94.22000122070312,95.18000030517578,10470000,0.0,0.0
1969-07-17 00:00:00-04:00,0.0,96.70999908447266,95.06999969482422,95.76000213623047,10450000,0.0,0.0
1969-07-18 00:00:00-04:00,0.0,95.83999633789062,94.18000030517578,94.94999694824219,8590000,0.0,0.0
1969-07-22 00:00:00-04:00,0.0,95.44999694824219,93.1500015258789,93.5199966430664,9780000,0.0,0.0
1969-07-23 00:00:00-04:00,0.0,93.98999786376953,92.06999969482422,93.12000274658203,11680000,0.0,0.0
1969-07-24 00:00:00-04:00,0.0,93.87000274658203,92.29000091552734,92.80000305175781,9750000,0.0,0.0
1969-07-25 00:00:00-04:00,0.0,93.27999877929688,91.54000091552734,92.05999755859375,9800000,0.0,0.0
